text,dep,pos,head_text,head_pos,head_dep,next_verb,entity_label,frequency_in_doc,sentence_loc,sentence_num,label
1.2 mln ounces,pobj,NOUN,of,ADP,prep,indicates,QUANTITY,1,25,1,none
the middle,pobj,NOUN,by,ADP,prep,expects,nonent,1,32,1,none
it,nsubj,PRON,expects,VERB,conj,expects,nonent,7,36,1,none
proven ore reserves,dobj,NOUN,establish,VERB,xcomp,establish,nonent,1,40,1,none
"at least 500,000 ounces",dobj,NOUN,containing,VERB,acl,containing,QUANTITY,1,44,1,none
gold,pobj,NOUN,of,ADP,prep,indicates,nonent,2,-1,1,acqbus
the New Hampshire Supreme Court,nsubj,PROPN,overturned,VERB,ccomp,overturned,ORG,1,5,0,none
its proposed acquisition,dobj,NOUN,overturned,VERB,ccomp,overturned,nonent,1,11,0,none
a three-two vote,pobj,NOUN,in,ADP,prep,overturned,nonent,1,-1,0,none
Portsmouth Savings Bank,pobj,PROPN,of,ADP,prep,overturned,ORG,1,15,0,acquired
Amoskeag Bank Shares Inc,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,purchaser
overturned,ccomp,VERB,said,VERB,ROOT,said,nonent,1,10,0,status
The acquisition,nsubjpass,NOUN,opposed,VERB,ROOT,opposed,nonent,1,0,1,none
some depositors,pobj,NOUN,by,ADP,agent,filed,nonent,1,-1,1,none
who,nsubj,PRON,filed,VERB,relcl,filed,nonent,1,8,1,none
an action,dobj,NOUN,filed,VERB,relcl,filed,nonent,1,10,1,none
the takeover,dobj,NOUN,block,VERB,acl,block,nonent,1,-1,1,none
it,nsubj,PRON,was,AUX,ccomp,said,nonent,2,3,0,none
Monsanto Co.,pobj,PROPN,of,ADP,prep,acquire,ORG,1,16,0,none
plastic container business,dobj,NOUN,acquire,VERB,acl,acquire,nonent,1,12,0,acquired
Ball Corp,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,purchaser
unable to complete negotiations,dobj,NOUN,complete,VERB,xcomp,complete,nonent,1,5,0,status
It,nsubj,PROPN,said,VERB,ROOT,said,nonent,1,0,1,none
the two companies,nsubj,NOUN,entered,VERB,ccomp,entered,nonent,1,2,1,none
exclusive negotiations,pobj,NOUN,into,ADP,prep,entered,nonent,1,8,1,none
Service Resources Corp's Chas. P. Young Co subsidiary,nsubj,NOUN,said,VERB,ROOT,said,nonent,1,0,0,none
it,nsubj,PRON,agreed,VERB,ccomp,agreed,nonent,2,9,0,none
about 3.2 mln dlrs,pobj,NOUN,for,ADP,prep,acquire,MONEY,1,-1,0,none
Atwell Fleming Printing Ltd,dobj,PROPN,acquire,VERB,xcomp,acquire,ORG,1,-1,0,acquired
financial printer,appos,NOUN,Ltd,PROPN,dobj,acquire,nonent,1,-1,0,acqbus
Canadian,dobj,PROPN,acquire,VERB,xcomp,acquire,NORP,1,18,0,acqloc
Chas. P. Young Co,compound,PROPN,Co,PROPN,compound,said,ORG,1,3,0,purchaser
agreed to acquire,ccomp,VERB,said,VERB,ROOT,said,nonent,1,10,0,status
it,nsubj,PRON,bought,VERB,ccomp,bought,nonent,3,3,0,none
70.5 mln dlrs cash,pobj,NOUN,for,ADP,prep,bought,nonent,1,-1,0,none
Fairfield Manufacturing Co,compound,PROPN,Co,PROPN,dobj,bought,ORG,1,7,0,acquired
70.5 mln dlrs,nummod,NUM,cash,NOUN,pobj,bought,MONEY,1,11,0,drlamt
Neoax Inc,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,purchaser
it,nsubjpass,PRON,disappointed,VERB,ccomp,disappointed,nonent,18,4,0,none
Gencorp's response,pobj,NOUN,by,ADP,agent,disappointed,nonent,1,8,0,none
its tender offer,pobj,NOUN,to,ADP,prep,disappointed,nonent,1,11,0,none
the company,nsubj,NOUN,give,VERB,ccomp,give,nonent,1,17,0,none
better value,dobj,NOUN,give,VERB,ccomp,give,nonent,1,21,0,none
shareholders,pobj,NOUN,to,ADP,dative,give,nonent,2,-1,0,none
General Acquisition Co,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,purchaser
shareholders,dobj,NOUN,urged,VERB,ROOT,urged,nonent,2,3,1,none
share,pobj,NOUN,per,ADP,prep,reject,nonent,4,10,1,none
the partnership,pobj,NOUN,from,ADP,prep,includes,nonent,1,-1,1,none
which,nsubj,PRON,includes,VERB,relcl,includes,nonent,1,16,1,none
Wagner,dobj,PROPN,includes,VERB,relcl,includes,nonent,1,18,1,none
Brown,conj,PROPN,Wagner,PROPN,dobj,includes,nonent,1,20,1,none
"GENCORP"" / ""Gencorp",nsubj,PROPN,urged,VERB,ROOT,urged,nonent,0,0,1,acquired
reject,aux,PART,reject,VERB,xcomp,reject,nonent,1,5,1,status
it,nsubj,PRON,agreed,VERB,ccomp,agreed,nonent,8,6,0,none
the Los Angeles-based Rogers,dobj,PROPN,buy,VERB,xcomp,buy,nonent,1,11,0,none
which,nsubj,PRON,specialises,VERB,relcl,specialises,nonent,1,18,0,none
the entertainment industry,pobj,NOUN,in,ADP,prep,specialises,nonent,1,-1,0,none
Rogers and Cowan Inc,cc,PROPN,Rogers,PROPN,dobj,buy,ORG,1,14,0,acquired
Shandwick Plc,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,3,0,purchaser
agreed to buy,xcomp,VERB,agreed,VERB,ccomp,agreed,nonent,1,8,0,status
A total,nsubj,NOUN,is,AUX,ROOT,injected,nonent,1,0,1,none
2.25 mln dlrs,pobj,NOUN,of,ADP,prep,injected,MONEY,1,3,1,none
completion,pobj,NOUN,on,ADP,prep,injected,nonent,1,-1,1,none
the business,pobj,NOUN,into,ADP,prep,injected,nonent,1,16,1,none
an interest free loan,pobj,NOUN,through,ADP,prep,injected,nonent,1,19,1,none
the expenses,nsubj,NOUN,amount,NOUN,conj,injected,nonent,1,24,1,none
the acquisition,pobj,NOUN,of,ADP,prep,injected,nonent,2,27,1,none
"660,000 stg",pobj,NOUN,to,ADP,prep,injected,MONEY,1,-1,1,none
2.25 mln dlrs,nummod,NUM,dlrs,NOUN,pobj,injected,MONEY,1,3,1,drlamt
a bold move,dobj,NOUN,made,VERB,ccomp,made,nonent,1,4,0,none
its traditional sugar business,pobj,NOUN,into,ADP,prep,ploughing,nonent,1,-1,0,none
share analysts,nsubj,NOUN,said,VERB,ROOT,said,nonent,1,28,0,none
oil and gas interests,conj,NOUN,oil,NOUN,nmod,selling,nonent,2,10,0,acqbus
"almost a billion dlrs"" / ""985 mln dlrs",pobj,NOUN,for,ADP,prep,selling,nonent,0,15,0,drlamt
CSR Ltd,nsubj,PROPN,made,VERB,ccomp,made,ORG,1,0,0,seller
It,nsubj,PROPN,sounds,VERB,ccomp,sounds,nonent,2,-1,1,none
a good deal,pobj,NOUN,like,ADP,prep,sounds,nonent,1,-1,1,none
Stuart McKibbin,nsubj,PROPN,told,VERB,ROOT,told,PERSON,1,6,1,none
A.C. Goode,pobj,PROPN,of,ADP,prep,told,nonent,1,9,1,none
Co,conj,PROPN,Goode,PROPN,pobj,told,nonent,5,12,1,none
Reuters,dobj,PROPN,told,VERB,ROOT,told,ORG,1,-1,1,none
it,nsubj,PRON,offer,VERB,ccomp,offer,nonent,14,3,0,none
2.20 dlrs cash,dobj,NOUN,offer,VERB,ccomp,offer,nonent,1,6,0,none
the shares,pobj,NOUN,for,ADP,prep,hold,nonent,1,11,0,none
it,nsubj,PRON,hold,VERB,relcl,hold,nonent,14,3,0,none
Pioneer Sugar Mills Ltd.,pobj,PROPN,in,ADP,prep,hold,ORG,1,19,0,none
CSR Ltd,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,purchaser
offer,aux,AUX,offer,VERB,ccomp,offer,nonent,6,5,0,status
it,nsubj,PRON,agreed,VERB,ccomp,agreed,nonent,3,4,0,none
"a poultry, beef and pork products provider",appos,NOUN,Inc,PROPN,dobj,acquire,nonent,1,14,0,none
food distributors,conj,NOUN,supermarkets,NOUN,pobj,acquire,nonent,1,25,0,none
sales,pobj,NOUN,with,ADP,prep,ended,nonent,1,28,0,none
about 69 mln dlrs,pobj,NOUN,of,ADP,prep,ended,MONEY,1,30,0,none
the year,pobj,NOUN,for,ADP,prep,ended,nonent,1,35,0,none
Thies Cos Inc,dobj,PROPN,acquire,VERB,xcomp,acquire,ORG,1,-1,0,acquired
"poultry, beef and pork products",cc,CCONJ,beef,NOUN,conj,acquire,nonent,1,15,0,acqbus
midwest,appos,NOUN,Inc,PROPN,dobj,acquire,nonent,1,22,0,acqloc
Hudson Foods Inc,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,purchaser
agreed in principle,pobj,NOUN,in,ADP,prep,agreed,nonent,1,6,0,status
The company,nsubj,NOUN,said,VERB,ROOT,said,nonent,1,0,1,none
a definitive agreement,nsubjpass,NOUN,expected,VERB,ccomp,expected,nonent,1,3,1,none
April,pobj,PROPN,in,ADP,prep,signed,DATE,1,-1,1,none
their merger,nsubjpass,NOUN,completed,VERB,ccomp,completed,nonent,1,7,0,none
"KMG MAIN HURDMAN"" / ""KMG Main Hurdman",conj,PROPN,Marwick,PROPN,nsubj,said,nonent,0,3,0,acquired
completed,ccomp,VERB,said,VERB,ROOT,said,nonent,1,11,0,status
he,nsubj,PRON,extended,VERB,ccomp,extended,nonent,5,4,0,none
"170,000 shares",dobj,NOUN,buy,VERB,acl,buy,nonent,2,12,0,none
26 dlrs,pobj,NOUN,at,ADP,prep,buy,MONEY,1,19,0,none
each,appos,PRON,dlrs,NOUN,pobj,buy,nonent,1,21,0,none
April,pobj,PROPN,until,ADP,prep,extended,nonent,1,23,0,none
NECO Enterprises Inc,pobj,PROPN,of,ADP,prep,buy,ORG,1,15,0,acquired
David LaRoche,nsubj,PROPN,said,VERB,ROOT,said,PERSON,1,1,0,purchaser
extended his cash offer,dobj,NOUN,extended,VERB,ccomp,extended,nonent,1,6,0,status
The tender offer,nsubj,NOUN,was,AUX,ROOT,expired,nonent,1,0,1,none
AMR Corp's American Airlines unit,nsubj,NOUN,said,VERB,ROOT,said,nonent,1,0,0,none
it,nsubj,PRON,plans,VERB,ccomp,plans,nonent,6,6,0,none
the integration,dobj,NOUN,complete,VERB,xcomp,complete,nonent,1,10,0,none
its operations,pobj,NOUN,into,ADP,prep,complete,nonent,1,15,0,none
four to five months,pobj,NOUN,within,ADP,prep,complete,DATE,1,-1,0,none
AirCal,pobj,PROPN,of,ADP,prep,complete,ORG,4,13,0,acquired
AMR Corp's American Airlines,compound,PROPN,Airlines,PROPN,compound,said,nonent,1,0,0,purchaser
plans to complete,aux,PART,complete,VERB,xcomp,complete,nonent,1,7,0,status
American's merger,nsubj,NOUN,received,VERB,ROOT,announced,nonent,1,0,1,none
final approval,dobj,NOUN,received,VERB,ROOT,received,nonent,1,8,1,none
the Department,pobj,PROPN,from,ADP,prep,received,nonent,1,11,1,none
Transportation,pobj,PROPN,of,ADP,prep,received,nonent,1,14,1,none
AirCal,pobj,PROPN,with,ADP,prep,announced,ORG,4,-1,1,acquired
it,nsubj,PRON,acquired,VERB,ccomp,acquired,nonent,2,3,0,none
Image Video Inc,dobj,PROPN,acquired,VERB,ccomp,acquired,ORG,1,5,0,acquired
undisclosed sum,pobj,NOUN,for,ADP,prep,acquired,nonent,1,-1,0,drlamt
Tradestar Corp,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,purchaser
acquired,ccomp,VERB,said,VERB,ROOT,said,nonent,1,4,0,status
The company,nsubj,NOUN,said,VERB,ROOT,said,nonent,1,0,1,none
produces and distributes videos for the home market,dobj,NOUN,distributes,VERB,conj,distributes,nonent,1,8,1,acqbus
its Quest Blood Substitute Inc subsidiary,nsubj,NOUN,executed,VERB,ccomp,executed,nonent,1,4,0,none
which,nsubj,PRON,make,VERB,relcl,make,nonent,1,16,0,none
its subsidiary,pobj,NOUN,of,ADP,prep,make,nonent,1,-1,0,none
Alza Corp,pobj,PROPN,with,ADP,prep,executed,ORG,1,14,0,purchaser
Quest Biotechnology Inc,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,seller
agreement,dobj,NOUN,executed,VERB,ccomp,executed,nonent,3,12,0,status
the right,dobj,NOUN,offers,VERB,ccomp,offers,nonent,1,7,1,none
up to 25 pct,dobj,NOUN,acquire,VERB,acl,acquire,PERCENT,1,11,1,none
the unit's equity,pobj,NOUN,of,ADP,prep,acquire,nonent,1,16,1,none
exchange,pobj,NOUN,in,ADP,prep,acquire,nonent,1,20,1,none
the acquisition,pobj,NOUN,for,ADP,prep,acquire,nonent,1,22,1,none
patent rights,pobj,NOUN,of,ADP,prep,has,nonent,1,25,1,none
Alza technology,pobj,NOUN,to,ADP,prep,has,nonent,1,28,1,none
an area,pobj,NOUN,in,ADP,prep,has,nonent,1,31,1,none
an interest,dobj,NOUN,has,VERB,relcl,has,nonent,1,-1,1,none
agreement,det,DET,agreement,NOUN,nsubj,offers,nonent,3,3,1,status
Pantera's Corp,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,none
it,nsubj,PRON,agreed,VERB,ccomp,agreed,nonent,18,3,0,none
a cash and stock transaction,pobj,NOUN,in,ADP,prep,acquire,nonent,1,-1,0,none
Pizza Inn Inc,dobj,PROPN,acquire,VERB,xcomp,acquire,ORG,1,9,0,acquired
Pantera's Corp,case,PROPN,Pantera,PROPN,poss,said,ORG,1,0,0,purchaser
agreed in principle,prep,ADP,agreed,VERB,ccomp,agreed,nonent,1,4,0,status
terms,pobj,NOUN,Under,ADP,prep,exchanged,nonent,1,1,1,none
the proposed transaction,pobj,NOUN,of,ADP,prep,proposed,nonent,1,-1,1,none
each Pizza Inn share,nsubjpass,NOUN,exchanged,VERB,ccomp,exchanged,nonent,1,6,1,none
either three dlrs,pobj,NOUN,for,ADP,prep,exchanged,nonent,1,14,1,none
cash,pobj,NOUN,in,ADP,prep,exchanged,nonent,3,18,1,none
1.4 shares,pobj,NOUN,of,ADP,prep,exchanged,nonent,1,23,1,none
Pantera's common stock,pobj,NOUN,of,ADP,prep,exchanged,nonent,1,26,1,none
11.50 dlrs market value,conj,NOUN,shares,NOUN,pobj,exchanged,nonent,1,30,1,none
Pantera's stock,pobj,NOUN,of,ADP,prep,exchanged,nonent,5,50,1,none
four dlrs,conj,NOUN,dlrs,NOUN,pobj,consisting,MONEY,1,38,1,none
cash,pobj,NOUN,in,ADP,prep,consisting,nonent,3,18,1,none
a unit,conj,NOUN,dlrs,NOUN,conj,consisting,nonent,1,43,1,none
one share,pobj,NOUN,of,ADP,prep,consisting,nonent,1,47,1,none
Pantera's stock,pobj,NOUN,of,ADP,prep,consisting,nonent,5,50,1,none
a non-transferrable right,conj,NOUN,share,NOUN,pobj,receive,nonent,1,53,1,none
up to 0.55 share,dobj,NOUN,receive,VERB,acl,receive,nonent,1,58,1,none
Pantera's stock,pobj,NOUN,of,ADP,prep,receive,nonent,5,50,1,none
certain conditions,pobj,NOUN,under,ADP,prep,receive,nonent,2,-1,1,none
it,nsubj,PRON,said,VERB,ROOT,said,nonent,18,68,1,none
community papers,nummod,NUM,papers,NOUN,pobj,published,nonent,1,31,0,acqbus
Tampa,prep,PROPN,papers,NOUN,pobj,published,GPE,1,35,0,acqloc
St. Petersburg,cc,PROPN,Tampa,PROPN,pobj,published,GPE,1,37,0,drlamt
,ROOT,PROPN,Inc.,PROPN,ROOT,Inc.,nonent,417,0,0,purchaser
"R: ""Tribune Co",nsubj,PROPN,said,VERB,ROOT,said,nonent,0,0,0,seller
Gulf Coast Newspapers Inc,nsubj,PROPN,is,AUX,ROOT,doing,nonent,1,0,1,acquired
,punct,PUNCT,is,AUX,ROOT,doing,nonent,417,0,1,purchaser
E.W. Scripps Co,compound,PROPN,Co,PROPN,pobj,doing,nonent,1,7,1,status
it,nsubj,PRON,agreed,VERB,ccomp,agreed,nonent,5,3,0,none
five mln shares,dobj,NOUN,buy,VERB,xcomp,buy,nonent,1,-1,0,none
16 pct,conj,NOUN,shares,NOUN,dobj,buy,PERCENT,1,-1,0,none
3.28 dlrs,pobj,NOUN,for,ADP,prep,buy,MONEY,1,19,0,none
16.5 mln dlrs,conj,NOUN,dlrs,NOUN,pobj,buy,MONEY,1,-1,0,none
Nippon Lace Co Ltd,pobj,PROPN,of,ADP,prep,buy,ORG,1,14,0,acquired
Lifetime Corp,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,purchaser
agreed to buy,xcomp,VERB,agreed,VERB,ccomp,agreed,nonent,1,4,0,status
It,nsubj,PROPN,said,VERB,ROOT,said,nonent,1,0,1,none
it,nsubj,PRON,plans,VERB,ccomp,plans,nonent,5,2,1,none
the health care business,dobj,NOUN,enter,VERB,xcomp,enter,nonent,1,6,1,none
Japan,pobj,PROPN,in,ADP,prep,enter,GPE,1,-1,1,none
it,nsubj,PRON,completed,VERB,ccomp,completed,nonent,4,3,0,none
the purchase,dobj,NOUN,completed,VERB,ccomp,completed,nonent,1,6,0,none
the interest,pobj,NOUN,of,ADP,prep,completed,nonent,1,11,0,none
that,dobj,PRON,own,ADJ,relcl,completed,nonent,1,17,0,none
it,nsubj,PRON,own,ADJ,relcl,completed,nonent,4,3,0,none
Lucht Engineering Inc,pobj,PROPN,in,ADP,prep,completed,ORG,1,14,0,acquired
Innovex Inc,dep,PROPN,said,VERB,ROOT,said,nonent,0,0,0,purchaser
completed,aux,AUX,completed,VERB,ccomp,completed,nonent,1,5,0,status
this move,pobj,NOUN,to,ADP,prep,owned,nonent,1,2,1,none
79 pct,dobj,NOUN,owned,VERB,ccomp,owned,PERCENT,1,6,1,none
the company,nsubj,NOUN,said,VERB,ROOT,said,nonent,1,10,1,none
the brokerage and investment subsidiary,appos,NOUN,Oppenheimer,PROPN,nsubj,told,nonent,1,1,0,none
Oppenheimer Group Inc,pobj,PROPN,of,ADP,prep,told,ORG,1,-1,0,none
the Securities and Exchange Commission,dobj,PROPN,told,VERB,ROOT,told,ORG,1,11,0,none
it,nsubj,PRON,sold,VERB,ccomp,sold,nonent,10,16,0,none
"its entire 6.0 pct, stake",dobj,NOUN,sold,VERB,ccomp,sold,nonent,1,18,0,none
Cyclops Corp.,pobj,PROPN,of,ADP,prep,sold,ORG,1,24,0,none
it,nsubj,PRON,sold,VERB,ccomp,sold,nonent,10,2,1,none
"the 243,400-share stake",dobj,NOUN,sold,VERB,ccomp,sold,nonent,1,4,1,none
March,pobj,PROPN,on,ADP,prep,sold,nonent,1,8,1,none
95.00 dlrs,pobj,NOUN,at,ADP,prep,sold,MONEY,1,11,1,none
it,nsubj,PRON,selling,VERB,ccomp,selling,nonent,3,4,0,none
its Portuguese subsidiaries,pobj,NOUN,of,ADP,prep,selling,nonent,1,-1,0,none
SIAF,appos,PROPN,Sarl,PROPN,appos,selling,ORG,2,-1,0,none
Sociedade de Iniciativa e Aproveitamentos Florestais Sarl,appos,PROPN,subsidiaries,NOUN,pobj,selling,ORG,1,12,0,acquired
undisclosed,npadvmod,PROPN,based,VERB,amod,based,nonent,1,27,0,drlamt
Sonae Group,punct,PROPN,one,NUM,dobj,selling,ORG,1,23,0,purchaser
Swedish Match AB,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,seller
selling,aux,AUX,selling,VERB,ccomp,selling,nonent,1,6,0,status
SIAF,nsubj,PROPN,had,VERB,ccomp,had,ORG,2,-1,1,none
a subsidiary,appos,NOUN,SIAF,PROPN,nsubj,had,nonent,1,1,1,none
a turnover,dobj,NOUN,had,VERB,ccomp,had,nonent,1,9,1,none
62 mln crowns,pobj,NOUN,of,ADP,prep,had,MONEY,1,-1,1,none
the Swedish group,nsubj,NOUN,said,VERB,ROOT,said,nonent,1,17,1,none
a statement,pobj,NOUN,in,ADP,prep,said,nonent,1,-1,1,none
it,nsubj,PRON,completed,VERB,ccomp,completed,nonent,3,3,0,none
the purchase,dobj,NOUN,completed,VERB,ccomp,completed,nonent,1,6,0,none
cash,pobj,NOUN,for,ADP,prep,said,nonent,1,19,0,none
Southmark securities,conj,NOUN,cash,NOUN,pobj,said,nonent,1,21,0,none
Georgia International Life Insurance Co,pobj,PROPN,of,ADP,prep,completed,ORG,1,9,0,acquired
Southmark Corp,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,purchaser
Capital Holding Corp,pobj,PROPN,from,ADP,prep,completed,ORG,1,15,0,seller
completed,ccomp,VERB,said,VERB,ROOT,said,nonent,1,5,0,status
it,nsubj,PRON,filed,VERB,ccomp,filed,nonent,7,4,0,none
a registration statement,dobj,NOUN,filed,VERB,ccomp,filed,nonent,1,6,0,none
the Securities and Exchange Commission,pobj,PROPN,with,ADP,prep,filed,ORG,1,10,0,none
a proposed merger,pobj,NOUN,for,ADP,prep,proposed,nonent,1,16,0,none
"a supermarket, combination store operator",appos,NOUN,Companies,PROPN,pobj,proposed,nonent,1,-1,0,none
The Vons Companies,pobj,PROPN,with,ADP,prep,proposed,ORG,1,-1,0,acquired
Allied Supermarkets Inc,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,purchaser
the statement,nsubj,NOUN,covers,VERB,ccomp,covers,nonent,1,2,1,none
140 mln dlrs,dobj,NOUN,covers,VERB,ccomp,covers,MONEY,1,5,1,none
senior subordinated discount debentures,pobj,NOUN,of,ADP,prep,covers,nonent,1,9,1,none
100 mln dlrs,conj,NOUN,dlrs,NOUN,dobj,covers,nonent,2,14,1,none
subordinated debentures,pobj,NOUN,of,ADP,prep,covers,nonent,1,-1,1,none
principal amounts,appos,NOUN,dlrs,NOUN,dobj,covers,nonent,1,-1,1,none
a proposed aggregate offering price,pobj,NOUN,with,ADP,prep,proposed,nonent,1,23,1,none
about 100 mln dlrs,pobj,NOUN,of,ADP,prep,proposed,MONEY,1,29,1,none
each issue,pobj,NOUN,for,ADP,prep,proposed,nonent,1,-1,1,none
the newly formed parent,appos,NOUN,Corp,PROPN,nsubj,formed,nonent,1,4,0,none
Mount Clemens,pobj,PROPN,in,ADP,prep,formed,GPE,1,-1,0,none
Mich.,appos,PROPN,Clemens,PROPN,pobj,formed,GPE,1,-1,0,none
Bankers Fund Life Insurance Co,conj,PROPN,Bank,PROPN,pobj,formed,ORG,1,-1,0,none
it,nsubj,PRON,reached,VERB,ccomp,reached,nonent,4,23,0,none
an agreement,dobj,NOUN,reached,VERB,ccomp,reached,nonent,1,25,0,none
a nonrelated financial institution,pobj,NOUN,from,ADP,prep,buy,nonent,1,-1,0,none
a branch in Clinton Township,det,DET,branch,NOUN,dobj,buy,nonent,1,29,0,acquired
"FIRST NATIONAL BANK CORP"" / ""First National Bank Corp",nsubj,PROPN,said,VERB,ROOT,said,nonent,0,-1,0,purchaser
agreement to buy,ccomp,VERB,said,VERB,ROOT,said,nonent,1,26,0,status
It,nsubj,PROPN,said,VERB,ROOT,said,nonent,1,0,1,none
the acquisition,nsubj,NOUN,brings,VERB,ccomp,brings,nonent,1,2,1,none
the number,dobj,NOUN,brings,VERB,ccomp,brings,nonent,1,7,1,none
bank branches,pobj,NOUN,of,ADP,prep,brings,nonent,1,10,1,none
Macomb County,pobj,PROPN,in,ADP,prep,brings,GPE,1,-1,1,none
"a 500,000 dlr investment",dobj,NOUN,received,VERB,ccomp,received,nonent,1,9,0,none
Medicontrol Corp,compound,PROPN,subsidiary,NOUN,nsubj,received,ORG,1,5,0,acquired
"500,000 dlr",compound,NOUN,investment,NOUN,dobj,received,MONEY,1,10,0,drlamt
Searle and Co,cc,PROPN,Searle,PROPN,nmod,received,nonent,1,17,0,purchaser
Biotechnology Development Corp,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,seller
The company,nsubj,NOUN,said,VERB,ROOT,said,nonent,1,0,1,none
the investment,nsubjpass,NOUN,made,VERB,ccomp,made,nonent,1,3,1,none
an option,pobj,NOUN,to,ADP,prep,held,nonent,1,9,1,none
Searle's stake,dobj,NOUN,increases,VERB,conj,increases,nonent,1,15,1,none
19.8 pct,pobj,NOUN,to,ADP,prep,increases,PERCENT,1,20,1,none
a total investment,pobj,NOUN,with,ADP,prep,increases,nonent,1,23,1,none
one mln dlrs,pobj,NOUN,of,ADP,prep,increases,MONEY,1,-1,1,none
a foreign currency and precious metals firm,appos,NOUN,International,PROPN,nsubj,announced,nonent,1,-1,0,none
the acquisition,dobj,NOUN,announced,VERB,ROOT,announced,nonent,1,10,0,none
a unit,appos,NOUN,Limited,PROPN,pobj,announced,nonent,1,23,0,none
the Bank,pobj,PROPN,of,ADP,prep,announced,nonent,1,26,0,none
England,pobj,PROPN,of,ADP,prep,announced,nonent,1,-1,0,none
Johnson Matthey Commodities,pobj,PROPN,of,ADP,prep,announced,nonent,2,13,0,acquired
New York,pobj,PROPN,of,ADP,prep,announced,GPE,2,17,0,acqloc
Deak International,nsubj,PROPN,announced,VERB,ROOT,announced,nonent,3,-1,0,purchaser
Minories Finance Limited,pobj,PROPN,from,ADP,prep,announced,ORG,1,-1,0,seller
The purchase,nsubj,NOUN,follows,VERB,ccomp,valued,nonent,1,0,1,none
14.8 mln dlrs,pobj,NOUN,at,ADP,prep,valued,MONEY,1,4,1,none
the recent acquisition,dobj,NOUN,follows,VERB,ccomp,follows,nonent,1,8,1,none
Johnson Matthey Commodities,compound,PROPN,Limited,PROPN,pobj,follows,nonent,2,13,1,acquired
14.8 mln dlrs,nummod,NUM,dlrs,NOUN,pobj,valued,MONEY,1,4,1,drlamt
a foreign currency and precious metals firm,appos,NOUN,International,PROPN,nsubj,announced,nonent,1,-1,0,none
the acquisition,dobj,NOUN,announced,VERB,ROOT,announced,nonent,1,10,0,none
a unit,appos,NOUN,Limited,PROPN,pobj,announced,nonent,1,23,0,none
the Bank,pobj,PROPN,of,ADP,prep,announced,nonent,1,26,0,none
England,pobj,PROPN,of,ADP,prep,announced,nonent,1,-1,0,none
Johnson Matthey Commodities,pobj,PROPN,of,ADP,prep,announced,nonent,2,13,0,acquired
New York,pobj,PROPN,of,ADP,prep,announced,GPE,2,17,0,acqloc
Deak International,nsubj,PROPN,announced,VERB,ROOT,announced,nonent,3,-1,0,purchaser
Minories Finance Limited,pobj,PROPN,from,ADP,prep,announced,ORG,1,-1,0,seller
announced,appos,NOUN,International,PROPN,nsubj,announced,nonent,1,9,0,status
The purchase,nsubj,NOUN,follows,VERB,ccomp,valued,nonent,1,0,1,none
14.8 mln dlrs,pobj,NOUN,at,ADP,prep,valued,MONEY,1,4,1,none
the recent acquisition,dobj,NOUN,follows,VERB,ccomp,follows,nonent,1,8,1,none
Johnson Matthey Commodities,compound,PROPN,Limited,PROPN,pobj,follows,nonent,2,13,1,acquired
14.8 mln dlrs,nummod,NUM,dlrs,NOUN,pobj,valued,MONEY,1,4,1,drlamt
it,nsubj,PRON,agreed,VERB,ccomp,agreed,nonent,3,4,0,none
the outstanding shares,dobj,NOUN,acquire,VERB,xcomp,acquire,nonent,1,10,0,none
Nucell Inc.,pobj,PROPN,of,ADP,prep,acquire,ORG,1,14,0,none
Peripheral Systems Inc,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,purchaser
agreed in principle,pobj,NOUN,in,ADP,prep,agreed,nonent,1,5,0,status
The agreement,nsubj,NOUN,calls,VERB,ccomp,calls,nonent,1,0,1,none
an exchange,pobj,NOUN,for,ADP,prep,calls,nonent,1,4,1,none
one share,pobj,NOUN,of,ADP,prep,calls,nonent,1,7,1,none
each share,pobj,NOUN,for,ADP,prep,calls,nonent,1,12,1,none
approval,pobj,NOUN,to,ADP,prep,calls,nonent,1,18,1,none
both companies' boards,pobj,NOUN,by,ADP,prep,calls,nonent,1,-1,1,none
it,nsubj,PRON,said,VERB,ROOT,said,nonent,3,23,1,none
,punct,PUNCT,said,VERB,ROOT,said,nonent,378,0,0,purchaser
": ""First National Bank of Schiller Park",attr,PROPN,are,AUX,ROOT,are,nonent,0,3,1,acqloc
